#identifier	specie	cenwave	f	gamma	weight
COJ5_1301	COJ5	1301.957	0.0001727	1000000000.0	28.0
COJ5_1301	COJ5	1301.722	0.0004749	1000000000.0	28.0
COJ5_1301	COJ5	1301.438	0.0003023	1000000000.0	28.0
COJ6_1302	COJ6	1302.113	0.0001826	1000000000.0	28.0
COJ6_1301	COJ6	1301.829	0.0004749	1000000000.0	28.0
COJ6_1301	COJ6	1301.5	0.0002923	1000000000.0	28.0
COJ0_1281	COJ0	1281.866	0.0004096	1000000000.0	28.0
COJ1_1281	COJ1	1281.929	0.0002048	1000000000.0	28.0
COJ1_1281	COJ1	1281.838	0.0002048	1000000000.0	28.0
COJ2_1282	COJ2	1282.055	4.095e-05	1000000000.0	28.0
COJ2_1281	COJ2	1281.964	0.0002048	1000000000.0	28.0
COJ2_1281	COJ2	1281.831	0.0001637	1000000000.0	28.0
COJ3_1282	COJ3	1282.154	5.85e-05	1000000000.0	28.0
COJ3_1282	COJ3	1282.02	0.0002046	1000000000.0	28.0
COJ3_1281	COJ3	1281.84	0.0001461	1000000000.0	28.0
COJ4_1282	COJ4	1282.273	6.818e-05	1000000000.0	28.0
COJ4_1282	COJ4	1282.093	0.0002046	1000000000.0	28.0
COJ4_1281	COJ4	1281.84	0.0001364	1000000000.0	28.0
COJ5_1282	COJ5	1282.409	7.437e-05	1000000000.0	28.0
COJ5_1282	COJ5	1282.184	0.0002045	1000000000.0	28.0
COJ5_1281	COJ5	1281.914	0.0001302	1000000000.0	28.0
COJ6_1282	COJ6	1282.563	7.865e-05	1000000000.0	28.0
COJ6_1282	COJ6	1282.294	0.0002045	1000000000.0	28.0
COJ6_1281	COJ6	1281.979	0.0001259	1000000000.0	28.0
COJ0_1263	COJ0	1263.433	0.00018	1000000000.0	28.0
COJ1_1263	COJ1	1263.494	9e-05	1000000000.0	28.0
COJ1_1263	COJ1	1263.409	9e-05	1000000000.0	28.0
COJ2_1263	COJ2	1263.617	1.8e-05	1000000000.0	28.0
COJ2_1263	COJ2	1263.532	9e-05	1000000000.0	28.0
COJ2_1263	COJ2	1263.403	7.2e-05	1000000000.0	28.0
COJ3_1263	COJ3	1263.716	2.571e-05	1000000000.0	28.0
COJ3_1263	COJ3	1263.587	8.999e-05	1000000000.0	28.0
COJ3_1263	COJ3	1263.416	6.429e-05	1000000000.0	28.0
COJ4_1263	COJ4	1263.833	2.999e-05	1000000000.0	28.0
COJ4_1263	COJ4	1263.661	8.999e-05	1000000000.0	28.0
COJ4_1263	COJ4	1263.447	6e-05	1000000000.0	28.0
COJ5_1263	COJ5	1263.968	3.271e-05	1000000000.0	28.0
COJ5_1263	COJ5	1263.754	8.998e-05	1000000000.0	28.0
COJ5_1263	COJ5	1263.498	5.727e-05	1000000000.0	28.0
COJ6_1264	COJ6	1264.123	3.46e-05	1000000000.0	28.0
COJ6_1263	COJ6	1263.866	8.997e-05	1000000000.0	28.0
COJ6_1263	COJ6	1263.567	5.538e-05	1000000000.0	28.0
####################################################################################
#CII_687		CII	687.053		3.33e-01		2.35e+09		12.01	
#CII_687		CII	687.345		3.00e-01		2.82e+09		12.01
#CII_858		CII	858.092		1.64e-02		1.49e+08		12.01
#CII_858		CII	858.559		1.62e-02		2.93e+08		12.01
#NII_671		NII	671.016		3.20e-02		2.84e+08		14.00674
#NII_671		NII	671.386		5.76e-02		8.52e+08		14.00674
#NII_644		NII	644.634		2.22e-01		1.19e+09		14.00674
#NII_644		NII	644.837		2.22e-01		3.56e+09		14.00674
NIII_763		NIII	763.336		8.37e-02		9.58e+08		14.00674
#NIII_685		NIII	685.515		2.70e-01		3.83e+09		14.00674
#NIII_685		NIII	685.816		3.20e-01		4.54e+09		14.00674
#NIII_684		NIII	684.996		1.35e-01		9.63e+08		14.00674
NIV_765		NIV	765.148		6.109e-01	2.320e+09	14.00674
SIII_724		SIII	724.289		3.78e-01		1.60e+09		32.066
SIV_809		SIV	809.656		1.18e-01		1.20e+09		32.066
#SIV_748		SIV	748.030		2.49e-01		2.97e+09		32.066
#SIV_748		SIV	748.397		4.59e-01		5.47e+09		32.066
#SIV_748		SIV	748.787		3.89e-01		4.63e+09		32.066
SIV_744		SIV	744.904		2.49e-01		1.50e+09		32.066
SIV_657		SIV	657.328		1.13e+00		8.69e+09		32.066
SV_786		SV	786.470		1.36e+00		4.87e+09		32.066
OIV_608		OIV	608.398		6.71e-02		1.21e+09		15.9994
